User ID,Date,Description,Amount,Transaction_Type,Category,Account Name
2.0,5/19/2018,Credit Card Payment,207.08,credit,Credit Card Payment,Platinum Card
3.0,5/19/2018,Grocery Store,31.0,debit,Groceries,Silver Card
3.0,5/19/2018,Greek Restaurant,23.26,debit,Restaurants,Silver Card
3.0,5/21/2018,Credit Card Payment,283.07,credit,Credit Card Payment,Silver Card
3.0,5/21/2018,Thai Restaurant,26.04,debit,Restaurants,Silver Card
2.0,5/21/2018,Amazon,32.5,debit,Shopping,Platinum Card
1.0,5/22/2018,Credit Card Payment,283.07,debit,Credit Card Payment,Checking
3.0,5/24/2018,BP,39.44,debit,Gas & Fuel,Silver Card
1.0,5/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
1.0,5/25/2018,TechCorp Salary,2000.0,credit,Paycheck,Checking
3.0,5/28/2018,Movie Theater,9.62,debit,Entertainment,Silver Card
3.0,5/28/2018,Whole Foods Market,91.03,debit,Groceries,Silver Card
3.0,5/29/2018,Movie Theater,20.0,debit,Movies & DVDs,Silver Card
3.0,5/29/2018,Movie Theater,6.25,debit,Movies & DVDs,Silver Card
2.0,6/1/2018,BP,38.63,debit,Gas & Fuel,Platinum Card
2.0,6/1/2018,Whole Foods Market,6.11,debit,Groceries,Platinum Card
2.0,6/1/2018,Amazon,13.13,debit,Shopping,Platinum Card
3.0,6/2/2018,Credit Card Payment,235.18,credit,Credit Card Payment,Silver Card
2.0,6/2/2018,Credit Card Payment,466.36,credit,Credit Card Payment,Platinum Card
2.0,6/3/2018,Italian Restaurant,65.81,debit,Restaurants,Platinum Card
1.0,6/4/2018,Credit Card Payment,235.18,debit,Credit Card Payment,Checking
2.0,6/4/2018,Grocery Store,24.12,debit,Groceries,Platinum Card
1.0,6/4/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
2.0,6/4/2018,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2.0,6/6/2018,Starbucks Coffee,4.0,debit,Coffee Shops,Platinum Card
1.0,6/8/2018,TechCorp Salary,2000.0,credit,Paycheck,Checking
1.0,6/8/2018,Gas Company,30.0,debit,Utilities,Checking
2.0,6/9/2018,Chick-Fil-A,16.18,debit,Fast Food,Platinum Card
2.0,6/9/2018,Grocery Store,9.56,debit,Groceries,Platinum Card
2.0,6/9/2018,Spotify,10.69,debit,Music,Platinum Card
2.0,6/10/2018,Grocery Store,46.01,debit,Groceries,Platinum Card
2.0,6/12/2018,Grocery Store,12.55,debit,Groceries,Platinum Card
1.0,6/12/2018,Phone Company,89.46,debit,Mobile Phone,Checking
2.0,6/14/2018,Credit Card Payment,283.44,credit,Credit Card Payment,Platinum Card
1.0,6/14/2018,Credit Card Payment,283.44,debit,Credit Card Payment,Checking
2.0,6/14/2018,Whole Foods Market,7.02,debit,Groceries,Platinum Card
1.0,6/15/2018,Power Company,60.0,debit,Utilities,Checking
2.0,6/16/2018,Starbucks Coffee,3.0,debit,Coffee Shops,Platinum Card
2.0,6/16/2018,Pizza Place,22.66,debit,Fast Food,Platinum Card
2.0,6/16/2018,Grocery Store,13.9,debit,Groceries,Platinum Card
1.0,6/18/2018,City Water Charges,35.0,debit,Utilities,Checking
2.0,6/19/2018,Shell,38.52,debit,Gas & Fuel,Platinum Card
2.0,6/19/2018,Grocery Store,2.69,debit,Groceries,Platinum Card
1.0,6/20/2018,State Farm,75.0,debit,Auto Insurance,Checking
3.0,6/20/2018,Credit Card Payment,89.45,credit,Credit Card Payment,Silver Card
3.0,6/20/2018,Barbershop,30.0,debit,Haircut,Silver Card
1.0,6/21/2018,Credit Card Payment,89.45,debit,Credit Card Payment,Checking
1.0,6/22/2018,TechCorp Salary,2000.0,credit,Paycheck,Checking
3.0,6/23/2018,Brunch Restaurant,8.5,debit,Restaurants,Silver Card
2.0,6/23/2018,Amazon,74.97,debit,Shopping,Platinum Card
2.0,6/25/2018,Credit Card Payment,942.76,credit,Credit Card Payment,Platinum Card
1.0,6/25/2018,Credit Card Payment,942.76,debit,Credit Card Payment,Checking
1.0,6/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
3.0,6/26/2018,Grocery Store,9.62,debit,Groceries,Silver Card
3.0,6/27/2018,Starbucks Coffee,3.5,debit,Coffee Shops,Silver Card
2.0,6/27/2018,Pizza Place,22.66,debit,Fast Food,Platinum Card
3.0,6/28/2018,Whole Foods Market,7.57,debit,Groceries,Silver Card
2.0,7/1/2018,Amazon,13.13,debit,Shopping,Platinum Card
1.0,7/2/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
3.0,7/2/2018,Movie Theater,25.0,debit,Movies & DVDs,Silver Card
3.0,7/2/2018,American Tavern,36.44,debit,Restaurants,Silver Card
3.0,7/4/2018,BP,34.48,debit,Gas & Fuel,Silver Card
2.0,7/4/2018,Netflix,11.76,debit,Movies & DVDs,Platinum Card
3.0,7/5/2018,Grocery Store,44.25,debit,Groceries,Silver Card
2.0,7/5/2018,Amazon,212.32,debit,Shopping,Platinum Card
2.0,7/6/2018,Amazon Video,6.41,debit,Movies & DVDs,Platinum Card
1.0,7/6/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2.0,7/8/2018,Credit Card Payment,259.87,credit,Credit Card Payment,Platinum Card
3.0,7/9/2018,Credit Card Payment,242.16,credit,Credit Card Payment,Silver Card
1.0,7/9/2018,Credit Card Payment,259.87,debit,Credit Card Payment,Checking
2.0,7/9/2018,Spotify,10.69,debit,Music,Platinum Card
1.0,7/10/2018,Credit Card Payment,242.16,debit,Credit Card Payment,Checking
3.0,7/10/2018,Whole Foods Market,5.39,debit,Groceries,Silver Card
1.0,7/10/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,7/11/2018,Phone Company,89.46,debit,Mobile Phone,Checking
3.0,7/14/2018,Go Mart,33.51,debit,Gas & Fuel,Silver Card
2.0,7/15/2018,Circle K,36.24,debit,Gas & Fuel,Platinum Card
3.0,7/17/2018,Wendy's,15.23,debit,Fast Food,Silver Card
1.0,7/17/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,7/17/2018,Power Company,60.0,debit,Utilities,Checking
2.0,7/18/2018,Irish Restaurant,28.54,debit,Alcohol & Bars,Platinum Card
1.0,7/18/2018,State Farm,75.0,debit,Auto Insurance,Checking
3.0,7/20/2018,Credit Card Payment,61.43,credit,Credit Card Payment,Silver Card
2.0,7/20/2018,Credit Card Payment,102.88,credit,Credit Card Payment,Platinum Card
1.0,7/20/2018,Credit Card Payment,102.88,debit,Credit Card Payment,Checking
1.0,7/20/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2.0,7/21/2018,Grocery Store,28.93,debit,Groceries,Platinum Card
2.0,7/21/2018,Barbershop,30.0,debit,Haircut,Platinum Card
1.0,7/23/2018,Credit Card Payment,61.43,debit,Credit Card Payment,Checking
2.0,7/23/2018,Starbucks,9.58,debit,Fast Food,Platinum Card
2.0,7/24/2018,American Tavern,26.59,debit,Restaurants,Platinum Card
1.0,7/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
3.0,7/26/2018,Conoco,33.67,debit,Gas & Fuel,Silver Card
3.0,7/28/2018,Whole Foods Market,7.61,debit,Groceries,Silver Card
3.0,7/30/2018,American Tavern,34.38,debit,Restaurants,Silver Card
3.0,7/31/2018,Brewing Company,6.6,debit,Alcohol & Bars,Silver Card
2.0,8/1/2018,Amazon,13.13,debit,Shopping,Platinum Card
2.0,8/2/2018,Credit Card Payment,816.27,credit,Credit Card Payment,Platinum Card
3.0,8/2/2018,Shell,40.44,debit,Gas & Fuel,Silver Card
1.0,8/2/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
3.0,8/3/2018,Grocery Store,6.27,debit,Groceries,Silver Card
1.0,8/3/2018,TechCorp Salary,2000.0,credit,Paycheck,Checking
2.0,8/4/2018,Netflix Subscription,11.76,debit,Movies & DVDs,Platinum Card
2.0,8/6/2018,Amazon,76.47,debit,Shopping,Platinum Card
2.0,8/9/2018,Spotify,10.69,debit,Music,Platinum Card
1.0,8/9/2018,Gas Company,30.0,debit,Utilities,Checking
1.0,8/10/2018,Phone Company,89.4,debit,Mobile Phone,Checking
2.0,8/11/2018,Chick-Fil-A,13.67,debit,Fast Food,Platinum Card
2.0,8/11/2018,Valero,33.66,debit,Gas & Fuel,Platinum Card
3.0,8/15/2018,Credit Card Payment,269.56,credit,Credit Card Payment,Silver Card
2.0,8/15/2018,Credit Card Payment,159.38,credit,Credit Card Payment,Platinum Card
2.0,8/15/2018,Shell,41.07,debit,Gas & Fuel,Platinum Card
2.0,8/15/2018,Grocery Store,5.64,debit,Groceries,Platinum Card
1.0,8/15/2018,Power Company,60.0,debit,Utilities,Checking
1.0,8/16/2018,Credit Card Payment,269.56,debit,Credit Card Payment,Checking
1.0,8/16/2018,City Water Charges,35.0,debit,Utilities,Checking
1.0,8/17/2018,TechCorp Salary,2000.0,credit,Paycheck,Checking
2.0,8/17/2018,Amazon,14.98,debit,Shopping,Platinum Card
2.0,8/18/2018,Amazon,23.47,debit,Shopping,Platinum Card
1.0,8/20/2018,State Farm,75.0,debit,Auto Insurance,Checking
3.0,8/21/2018,Credit Card Payment,34.18,credit,Credit Card Payment,Silver Card
2.0,8/21/2018,Credit Card Payment,99.76,credit,Credit Card Payment,Platinum Card
1.0,8/21/2018,Credit Card Payment,99.76,debit,Credit Card Payment,Checking
1.0,8/22/2018,Credit Card Payment,34.18,debit,Credit Card Payment,Checking
2.0,8/24/2018,American Tavern,42.31,debit,Restaurants,Platinum Card
1.0,8/27/2018,Internet Service Provider,74.99,debit,Internet,Checking
2.0,8/30/2018,Shell,35.65,debit,Gas & Fuel,Platinum Card
2.0,8/31/2018,Whole Foods Market,11.64,debit,Groceries,Platinum Card
1.0,8/31/2018,TechCorp Salary,2000.0,credit,Paycheck,Checking
2.0,9/1/2018,Brewing Company,47.4,debit,Alcohol & Bars,Platinum Card
2.0,9/1/2018,Amazon,13.13,debit,Shopping,Platinum Card
2.0,9/2/2018,Amazon,109.83,debit,Shopping,Platinum Card
2.0,9/4/2018,Credit Card Payment,687.29,credit,Credit Card Payment,Platinum Card
1.0,9/4/2018,Credit Card Payment,687.29,debit,Credit Card Payment,Checking
1.0,9/4/2018,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking
2.0,9/4/2018,Netflix Subscription,11.76,debit,Movies & DVDs,Platinum Card
1.0,9/7/2018,Gas Company,30.0,debit,Utilities,Checking
2.0,9/9/2018,Brewing Company,18.0,debit,Alcohol & Bars,Platinum Card
2.0,9/9/2018,Spotify,10.69,debit,Music,Platinum Card
2.0,9/11/2018,BP,38.86,debit,Gas & Fuel,Platinum Card
2.0,9/11/2018,Grocery Store,7.87,debit,Groceries,Platinum Card
2.0,9/12/2018,Grocery Store,47.16,debit,Groceries,Platinum Card
1.0,9/12/2018,Phone Company,89.4,debit,Mobile Phone,Checking
2.0,9/13/2018,Grocery Store,5.64,debit,Groceries,Platinum Card
2.0,9/14/2018,Credit Card Payment,134.34,credit,Credit Card Payment,Platinum Card
1.0,9/14/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2.0,9/17/2018,Grocery Store,10.17,debit,Groceries,Platinum Card
2.0,9/17/2018,Whole Foods Market,8.8,debit,Groceries,Platinum Card
1.0,9/17/2018,City Water Charges,35.0,debit,Utilities,Checking
2.0,9/18/2018,Grocery Store,4.32,debit,Groceries,Platinum Card
1.0,9/18/2018,Power Company,60.0,debit,Utilities,Checking
1.0,9/19/2018,State Farm,75.0,debit,Auto Insurance,Checking
2.0,9/19/2018,Barbershop,30.0,debit,Haircut,Platinum Card
2.0,9/20/2018,Amazon,47.38,debit,Shopping,Platinum Card
2.0,9/22/2018,Hardware Store,69.4,debit,Home Improvement,Platinum Card
2.0,9/22/2018,Hardware Store,6.83,debit,Home Improvement,Platinum Card
1.0,9/25/2018,Internet Service Provider,74.99,debit,Internet,Checking
3.0,9/25/2018,Sushi Restaurant,48.64,debit,Restaurants,Silver Card
2.0,9/26/2018,Starbucks Coffee,5.0,debit,Coffee Shops,Platinum Card
3.0,9/26/2018,Exxon,38.0,debit,Gas & Fuel,Silver Card
2.0,9/27/2018,Valero,40.71,debit,Gas & Fuel,Platinum Card
3.0,9/28/2018,Credit Card Payment,128.12,credit,Credit Card Payment,Silver Card
2.0,9/28/2018,Credit Card Payment,284.96,credit,Credit Card Payment,Platinum Card
1.0,9/28/2018,Credit Card Payment,284.96,debit,Credit Card Payment,Checking
2.0,9/28/2018,Grocery Store,13.36,debit,Groceries,Platinum Card
1.0,9/28/2018,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2.0,9/29/2018,Greek Restaurant,23.26,debit,Restaurants,Platinum Card
2.0,9/29/2018,German Restaurant,46.7,debit,Restaurants,Platinum Card
2.0,10/1/2018,Starbucks,3.0,debit,Coffee Shops,Platinum Card
1.0,10/1/2018,Credit Card Payment,128.12,debit,Credit Card Payment,Checking
2.0,10/1/2018,Whole Foods Market,15.66,debit,Groceries,Platinum Card
2.0,10/1/2018,Amazon,13.13,debit,Shopping,Platinum Card
2.0,10/2/2018,Credit Card Payment,124.03,credit,Credit Card Payment,Platinum Card
1.0,10/2/2018,Credit Card Payment,124.03,debit,Credit Card Payment,Checking
1.0,10/2/2018,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking
2.0,10/4/2018,Netflix,11.76,debit,Movies & DVDs,Platinum Card
3.0,10/6/2018,American Tavern,27.0,debit,Restaurants,Silver Card
3.0,10/8/2018,Shell,38.06,debit,Gas & Fuel,Silver Card
3.0,10/8/2018,Home Depot Hardware,80.65,debit,Home Improvement,Silver Card
3.0,10/8/2018,Hardware Store,31.2,debit,Home Improvement,Silver Card
2.0,10/9/2018,Spotify,10.69,debit,Music,Platinum Card
2.0,10/9/2018,Amazon,19.98,debit,Shopping,Platinum Card
1.0,10/9/2018,Gas Company,30.0,debit,Utilities,Checking
